,Address,MLS No,Penthouse,Renovation,Cats,Dogs,Ocean View,City View,Mountain View,Park View,Balcony,Storage,Pool,Laundry,Gym,Finished Floor,Lot Size,Year Built,Parking Space,Fireplace,Bedrooms,Total Bathrooms,Half Baths,Full Baths,Waiting Period,Floor,Latitude,Longitude,Land Only,Multifamily,Residential Attached,Residential Detached,Residential Detached,1/2 Duplex,Apartment/Condo,Duplex,Other,Other,Recreational,Residential Detached,Residential Detached,Row House (Non-Strata),Townhouse,Triplex,First Nations Lease,Freehold NonStrata,Freehold Strata,Leasehold not prepaid-NonStrata,Leasehold not prepaid-Strata,Leasehold prepaid-NonStrata,Leasehold prepaid-Strata,Other,Other,Shares in Co-operative,Undivided Interest,List Price,Sold Price,Sold Price per SqFt,List Date,Sold Date,Days on Market
69,1002 1 RENAISSANCE SQUARE,2333272,0,0,1,1,0,0,0,1,0,1,0,1,0,612,0,2009,1,1,1,1,0,1,0,10,49.200249,-122.9245543,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429900,420000,686.27,1/17/2019,1/25/2019,8
70,10 11757 207 STREET,2329304,0,0,0,0,0,0,0,0,0,1,0,1,0,1224,0,1989,1,0,3,2,1,1,0,0,49.2184351,-122.6479008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,439900,420000,343.14,1/3/2019,02/01/2019,29
71,313 1440 E BROADWAY STREET,2358053,0,0,1,0,0,0,1,1,0,1,0,1,0,469,0,1981,1,0,1,1,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,419900,420000,895.52,4/10/2019,04/12/2019,2
72,105 3755 ALBERT STREET,2351243,0,0,1,0,0,0,0,0,0,0,0,0,0,757,0,1994,0,1,1,1,0,1,0,1,49.2820337,-123.0209511,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449800,420000,554.82,3/22/2019,5/14/2019,53
73,109 617 SMITH AVENUE,2342725,0,0,0,0,0,0,0,0,0,1,0,1,0,604,0,2013,1,0,1,1,0,1,0,1,49.2348449,-123.0198995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,435000,420000,695.36,2/21/2019,05/06/2019,74
74,1206 1178 HEFFLEY CRESCENT,2367494,0,0,0,0,0,1,1,1,0,1,1,0,1,608,0,2008,1,1,1,1,0,1,0,12,50.858092,-120.2686579,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439000,420000,690.79,5/8/2019,5/25/2019,17
75,108 175 E 5TH STREET,2348074,0,1,1,1,0,0,0,0,1,1,0,1,0,743,0,1974,1,0,1,1,0,1,0,1,49.3136299,-123.0729374,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429000,420000,565.28,3/12/2019,3/18/2019,6
76,204 85 EIGHTH AVENUE,2362380,0,0,1,1,0,0,0,0,0,1,0,1,0,662,0,2013,1,0,1,1,0,1,0,2,49.0167068,-122.7600425,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,428800,420000,634.44,4/24/2019,05/05/2019,11
77,114 12238 224 STREET,2332288,0,0,0,0,0,0,0,0,0,1,0,1,1,436,0,2008,0,1,1,1,0,1,0,1,49.2686555,-122.5985197,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,279900,245000,561.93,1/15/2019,04/10/2019,85
78,202 19142 122 AVENUE,2338625,0,0,1,1,0,0,0,1,1,1,0,1,1,1140,0,1994,1,1,2,2,0,2,0,2,49.2247093,-122.6537527,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,418000,420000,368.42,2/5/2019,02/11/2019,6
79,116 7631 STEVESTON HIGHWAY,2345858,0,0,0,0,0,0,0,1,1,1,1,1,1,1160,0,1977,1,1,2,2,1,1,0,1,49.1335315,-123.1589251,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,399000,420000,362.07,3/5/2019,3/18/2019,13
80,107 12310 222 STREET,2348202,0,0,1,1,0,1,1,1,0,1,0,1,0,995,0,2017,2,0,2,2,0,2,0,1,49.0816036,-122.6038874,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,435000,420500,422.61,3/12/2019,05/09/2019,58
81,209 2373 ATKINS AVENUE,2365119,0,0,0,0,0,0,0,0,1,1,0,1,1,826,0,2010,1,0,2,2,0,2,0,2,48.4493581,-123.4780208,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,415000,421000,509.69,4/30/2019,05/06/2019,6
82,517 10155 RIVER DRIVE,2339968,0,0,1,1,1,0,0,1,0,0,1,1,0,617,0,2014,1,0,1,1,0,1,0,5,49.19910015,-123.1115052,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,399000,422000,683.95,2/11/2019,2/19/2019,8
83,104 9101 HORNE STREET,2349678,0,0,0,0,0,1,0,0,0,0,1,1,0,962,0,1976,1,1,2,1,0,1,0,1,49.25025395,-122.9031454,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,438800,422000,438.67,3/18/2019,4/29/2019,42
84,404 1425 ESQUIMALT AVENUE,2308275,0,0,0,0,1,0,1,1,1,1,1,1,1,753,0,1965,1,0,1,1,0,1,0,4,49.3300482,-123.1308569,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,429900,422000,560.42,9/19/2018,3/28/2019,190
85,807 1003 PACIFIC STREET,2369392,0,0,1,1,1,1,0,1,0,1,0,1,1,422,0,1997,1,1,1,1,0,1,0,8,49.27734905,-123.132357,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,419000,422445,1001,5/13/2019,5/17/2019,4
86,107 12155 191B STREET,2357824,0,0,1,1,0,0,0,0,0,1,0,1,0,1130,0,1996,2,1,2,2,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439000,422500,373.89,4/8/2019,05/09/2019,31
87,406 2351 KELLY AVENUE,2343233,0,0,1,1,0,0,0,0,0,1,1,1,0,783,0,2014,1,0,2,2,1,1,0,4,49.6039236,-119.6808937,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,425000,422500,539.59,2/25/2019,2/26/2019,1
88,55 201 CAYER STREET,2354184,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,2003,3,0,3,2,0,2,0,0,49.2379497,-122.8465179,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,253800,246800,214.24,3/29/2019,04/06/2019,8
89,609 280 ROSS DRIVE,2340591,0,0,0,0,0,0,1,1,1,0,0,1,1,630,0,2010,1,1,1,1,0,1,0,6,49.2148505,-122.9007193,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449000,422500,670.63,2/13/2019,2/27/2019,14
90,707 1155 THE HIGH STREET,2356372,0,0,0,0,0,0,0,0,0,1,0,1,0,593,0,2012,1,0,1,1,1,0,0,7,48.46872788,-123.4206983,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439000,423000,713.32,4/8/2019,05/10/2019,32
91,102 3770 THURSTON STREET,2293930,0,0,1,0,0,0,0,1,0,1,0,1,0,768,0,1994,1,1,1,1,0,1,0,1,49.2347902,-123.019282,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,428800,423000,550.78,7/31/2018,01/04/2019,157
92,316 312 CARNARVON STREET,2369251,0,0,1,1,0,1,0,0,0,1,0,1,1,762,0,1980,1,0,1,1,0,1,0,3,49.2609979,-123.1721723,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,400000,423000,555.12,5/13/2019,5/31/2019,18
93,317 1210 PACIFIC STREET,2335658,0,1,1,1,0,0,0,0,0,1,0,1,0,930,0,1984,1,0,2,1,0,1,0,3,49.2758692,-123.1307937,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,435000,423000,454.84,1/23/2019,2/20/2019,28
94,305 12238 224 STREET,2306017,0,0,1,1,0,0,1,1,0,1,0,1,1,943,0,2008,2,1,2,2,0,2,0,3,49.2686555,-122.5985197,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429900,424000,449.63,9/12/2018,02/09/2019,150
95,210 141 W 13 STREET,2341393,0,1,1,1,0,1,0,1,1,1,1,1,0,724,0,1975,1,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,425000,424500,586.33,2/18/2019,2/23/2019,5
96,B3G2 464 EAGLECREST DRIVE,2351475,0,0,1,1,0,0,0,0,0,0,1,1,0,790,0,2019,1,1,2,1,0,1,0,0,49.0450816,-122.2315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,424900,424900,537.85,3/22/2019,3/23/2019,1
97,B1G1 464 EAGLECREST DRIVE,2329492,0,0,1,1,0,0,0,0,0,0,1,1,0,790,0,2019,1,1,2,1,0,1,0,0,49.0450816,-122.2315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439900,424900,537.85,1/3/2019,2/13/2019,41
98,B1G2 464 EAGLECREST DRIVE,2341101,0,0,1,1,0,0,0,0,0,0,1,1,0,790,0,2019,1,1,2,1,0,1,0,0,49.0450816,-122.2315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,424900,424900,537.85,2/13/2019,03/09/2019,24
99,369 4050 WHISTLER WAY,2333760,0,1,0,0,0,0,0,0,0,1,1,0,1,346,0,1982,1,1,0,1,0,1,0,3,50.11303675,-122.9557966,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,253000,247000,713.87,1/18/2019,2/15/2019,28
100,215 3085 PRIMROSE LANE,2377537,0,0,1,1,0,0,0,0,0,1,1,1,0,883,0,1996,1,1,2,2,0,2,0,2,49.2831287,-122.7888705,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439000,425000,481.31,6/6/2019,06/10/2019,4
101,406 7275 SALISBURY AVENUE,2355961,0,1,0,0,0,0,0,0,1,1,1,1,0,780,0,1982,1,0,2,1,0,1,0,4,49.2212135,-122.957547,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,445000,425000,544.87,4/5/2019,5/18/2019,43
102,407 1650 GRANT AVENUE,2353372,0,0,1,1,0,0,1,1,0,1,0,1,0,902,0,1995,2,1,2,1,0,1,0,4,49.1867257,-123.9655014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429900,425000,471.18,3/27/2019,4/24/2019,28
103,402 2465 WILSON AVENUE,2345659,0,0,1,1,0,0,0,0,0,0,0,1,1,696,0,2017,2,0,2,1,0,1,0,4,49.2305105,-123.0085309,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449900,425000,610.63,3/5/2019,3/20/2019,15
104,301 2343 ATKINS AVENUE,2372122,0,0,1,1,0,0,0,0,0,1,0,1,1,844,0,2011,1,1,2,2,0,2,0,3,48.4493581,-123.4780208,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429900,425000,503.55,5/21/2019,5/30/2019,9
105,403 85 EIGHTH AVENUE,2355665,0,0,0,0,0,1,0,1,0,1,1,1,0,643,0,2013,1,0,1,1,0,1,0,4,49.0167068,-122.7600425,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,425000,425000,660.96,4/3/2019,4/14/2019,11
106,B102 40120 WILLOW CRESCENT,2315280,0,0,0,0,0,0,0,0,0,1,0,1,0,862,0,1992,2,0,2,2,0,2,0,1,49.8927498,-119.4613409,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439900,425000,493.04,10/12/2018,2/21/2019,132
107,209 2985 PRINCESS CRESCENT,2343743,0,0,1,1,1,0,0,1,0,1,1,0,0,1026,0,1994,1,1,2,2,0,2,0,2,49.28674935,-122.7958896,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449900,425000,414.23,2/26/2019,4/16/2019,49
108,312 1420 E 8TH AVENUE,2354521,0,1,1,1,0,0,0,0,1,1,0,1,0,671,0,1977,1,1,1,1,0,1,0,3,49.2633267,-123.0774803,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,399000,425000,633.38,4/1/2019,04/10/2019,9
109,303 7738 EDMONDS STREET,2344319,0,0,0,0,0,0,0,0,1,1,0,1,0,618,0,2011,0,0,1,1,0,1,0,3,49.2179892,-122.9519681,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,432800,425000,687.7,2/26/2019,05/02/2019,65
110,Lot 40 AURORA WAY,2243908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6157,0,0,0,0,0,0,0,0,0,50.7006055,-120.3785526,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,249000,247000,40.12,3/1/2018,4/26/2019,421
111,18 19034 MCMYN ROAD,2332366,0,0,1,1,0,0,0,0,0,0,0,1,1,1039,0,1994,2,1,2,2,0,2,0,0,49.2297317,-122.6936358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,425000,425000,409.05,1/15/2019,1/21/2019,6
112,401 233 KINGSWAY,2330025,0,0,1,1,0,1,0,1,1,1,0,1,0,509,0,2017,0,0,1,1,0,1,0,4,49.2323941,-123.0232453,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449000,425000,834.97,1/7/2019,1/18/2019,11
113,502 2689 KINGSWAY,2355485,0,0,0,0,0,0,0,0,1,0,0,1,0,511,0,2014,1,0,1,1,0,1,0,5,49.2386518,-123.0504141,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,448900,425000,831.7,4/4/2019,4/20/2019,16
114,11678 RITCHIE AVENUE,2344288,0,1,0,0,0,0,0,0,0,0,0,0,1,1288,0,1968,0,1,3,3,1,2,0,0,49.1109804,-117.7204024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449900,425000,329.97,2/25/2019,5/21/2019,85
115,101 12409 HARRIS ROAD,2367108,0,0,0,0,0,0,0,0,0,1,0,1,1,729,0,2015,1,0,2,2,0,2,0,1,49.1035911,-122.3711055,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,438800,425000,582.99,5/6/2019,06/01/2019,26
116,208 8200 JONES ROAD,2363793,0,1,1,1,0,0,0,0,0,1,0,1,0,720,0,1993,1,1,1,1,0,1,0,2,49.15593135,-123.1332762,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439000,425000,590.28,4/29/2019,05/05/2019,6
117,218 10788 NO. 5 ROAD,2333530,0,0,0,0,0,0,0,0,1,0,0,0,0,620,0,2018,1,0,1,1,0,1,0,2,49.1910455,-123.1302074,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,448000,425000,685.48,1/18/2019,06/08/2019,141
118,510 10033 RIVER DRIVE,2306752,0,0,1,1,1,0,0,1,1,0,1,0,1,617,0,2014,0,1,1,1,0,1,0,5,49.1966314,-123.102703,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429000,425000,688.82,9/12/2018,03/11/2019,180
119,1003 2012 FULLERTON AVENUE,2331067,0,0,0,0,0,1,1,0,0,0,1,0,1,643,0,1972,1,0,1,1,0,1,0,10,48.4343873,-123.3894757,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439990,425000,660.96,1/9/2019,2/13/2019,35
120,L2 2556 E HASTINGS STREET,2345086,0,1,1,1,0,0,0,0,0,0,0,0,0,730,0,1995,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,399000,425000,582.19,3/4/2019,03/06/2019,2
121,103 8040 RYAN ROAD,2348744,0,1,0,0,0,0,0,0,0,0,0,1,0,928,0,1974,0,0,2,1,0,1,0,1,49.1378937,-123.1356596,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,255000,248000,267.24,3/14/2019,3/14/2019,0
122,303 2959 GLEN DRIVE,2370552,0,0,0,0,0,0,0,0,0,1,0,1,0,710,0,2009,1,1,1,1,0,1,0,3,49.28318025,-122.7978396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,469000,425000,598.59,5/16/2019,06/03/2019,18
123,H102 1400 ALTA LAKE ROAD,2301428,0,0,0,0,0,0,0,0,0,0,0,1,0,650,0,1973,2,1,1,1,0,1,0,1,50.0907397,-123.0060766,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439000,425000,653.85,8/27/2018,04/12/2019,228
124,1003 3920 HASTINGS STREET,2334628,0,0,0,0,0,1,1,1,1,1,0,1,0,738,0,1986,1,0,1,1,0,1,0,10,49.2803389,-122.97452,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449000,425000,575.88,1/22/2019,03/04/2019,41
125,108 1615 FRANCES STREET,2343545,0,1,1,1,0,0,0,0,0,1,0,1,0,436,0,1994,1,0,1,1,0,1,0,1,49.2794065,-123.0727016,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,438800,425000,974.77,2/25/2019,03/04/2019,7
126,106 9584 MANCHESTER DRIVE,2333365,0,1,1,1,0,0,0,1,1,1,0,1,0,949,0,1981,1,1,2,1,0,1,0,1,49.2467581,-122.8980349,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,428000,425000,447.84,1/17/2019,1/27/2019,10
127,219 55 EIGHTH AVENUE,2364907,0,0,0,0,0,0,0,0,0,1,1,1,0,738,0,2013,1,0,1,1,0,1,0,2,49.0167068,-122.7600425,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,428000,425000,575.88,4/30/2019,5/15/2019,15
128,106 3075 PRIMROSE LANE,2309676,0,0,0,0,0,0,0,0,0,1,1,0,0,990,0,1994,0,1,2,1,0,1,0,1,49.2831287,-122.7888705,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429000,425000,429.29,9/25/2018,1/31/2019,128
129,1006 5288 MELBOURNE STREET,2364703,0,0,0,0,0,1,1,1,1,1,0,1,1,542,0,1998,1,0,1,1,0,1,0,10,49.2359233,-123.0288022,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449800,425000,784.13,5/1/2019,5/19/2019,18
130,309 1178 HEFFLEY CRESCENT,2345272,0,0,0,0,0,0,0,0,1,0,1,0,1,672,0,2008,1,1,1,1,0,1,0,3,50.858092,-120.2686579,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,443800,425000,632.44,2/26/2019,3/20/2019,22
131,703 2955 ATLANTIC AVENUE,2361881,0,0,0,0,0,1,1,0,0,0,1,1,0,520,0,2013,0,0,1,1,0,1,0,7,49.2817537,-122.797668,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,435000,425000,817.31,4/24/2019,5/13/2019,19
132,Lot 5 CLEARWATER,2346865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6503514,-120.0654595,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,249000,249000,0,3/5/2019,3/20/2019,15
133,2105 4160 SARDIS STREET,2348050,1,1,0,0,0,1,1,1,1,1,1,1,0,725,0,1975,1,0,1,1,0,1,0,21,49.233697,-123.012301,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,428000,425000,586.21,3/12/2019,3/13/2019,1
134,702 5926 TISDALL STREET,2336114,0,0,0,0,0,1,1,1,0,1,1,1,0,915,0,1962,1,0,2,1,0,1,0,7,49.2278371,-123.1217382,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,488000,425000,464.48,1/28/2019,2/28/2019,31
135,308 371 ELLESMERE AVENUE,2325917,0,1,1,1,0,0,0,0,0,1,1,1,1,866,0,1973,0,1,2,2,1,1,0,3,49.2825624,-122.982244,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,445000,425900,491.8,11/28/2018,05/07/2019,160
136,309 2109 ROWLAND STREET,2351740,0,0,1,0,0,0,0,0,1,1,0,1,1,1057,0,1994,2,1,2,2,0,2,0,3,54.5283489,-128.6032934,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,424900,426000,403.03,3/25/2019,5/18/2019,54
137,106A 2615 JANE STREET,2340880,0,0,1,1,0,0,0,0,0,1,0,1,1,982,0,1994,0,1,2,2,0,2,0,1,49.6709662,-124.9234525,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429800,426000,433.81,2/13/2019,4/18/2019,64
138,103 9584 MANCHESTER DRIVE,2345506,0,0,1,1,0,0,0,0,0,1,0,1,0,880,0,1982,1,1,2,1,0,1,0,1,49.2467581,-122.8980349,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449500,426688,484.87,3/5/2019,3/15/2019,10
139,221 7751 MINORU BOULEVARD,2344906,0,0,0,0,0,0,0,0,1,0,1,0,1,908,0,1983,0,1,2,2,0,2,0,2,49.169758,-123.1401145,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449000,427000,470.26,3/4/2019,04/12/2019,39
140,316 8600 ACKROYD ROAD,2334091,0,0,0,0,1,0,1,1,1,0,0,1,0,1025,0,1982,1,1,2,2,1,1,0,3,49.171306,-123.1280119,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449000,427000,416.59,1/21/2019,4/17/2019,86
141,610 10033 RIVER DRIVE,2338064,0,0,0,0,1,0,1,0,0,0,1,0,1,617,0,2014,1,0,1,1,0,1,0,6,49.1966314,-123.102703,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449800,427000,692.06,2/1/2019,4/14/2019,72
142,208 2109 ROWLAND STREET,2372920,0,0,1,0,0,0,0,0,0,1,0,1,1,1052,0,1995,2,1,2,2,0,2,0,2,54.5283489,-128.6032934,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,430000,427500,406.37,5/22/2019,5/25/2019,3
143,321 4122 VILLAGE GREEN WAY,2349014,0,0,0,0,0,0,0,0,0,1,1,0,0,496,0,1987,0,1,1,1,0,1,0,3,49.7034331,-123.1563272,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,249000,249000,502.02,3/13/2019,3/15/2019,2
144,304 7055 WILMA STREET,2356500,1,0,0,0,1,0,0,1,0,1,0,0,0,1037,0,1978,1,1,2,1,0,1,0,3,49.215781,-122.957804,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,399900,427500,412.25,4/8/2019,4/25/2019,17
145,LOT 11 SUNNYSIDE DRIVE,2315191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3329674,-123.1116715,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,459000,427500,0,10/11/2018,1/13/2019,94
146,214 2125 2ND AVENUE,2348335,0,1,0,0,1,1,1,0,0,1,1,1,0,435,0,1973,1,0,1,1,0,1,0,2,49.0054052,-122.6864258,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439500,428000,901.05,3/13/2019,3/26/2019,13
147,807 5580 NO. 3 ROAD,2355757,0,0,0,0,0,1,1,1,0,0,0,1,1,466,0,2018,0,0,1,1,0,1,0,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,449000,428000,918.45,4/4/2019,4/18/2019,14
148,405 450 BROMLEY STREET,2348841,0,0,0,0,0,0,0,0,0,1,0,1,0,904,0,1990,1,0,2,2,0,2,0,4,49.2481962,-122.8193713,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439900,428000,473.45,3/14/2019,4/16/2019,33
149,415 19091 MCMYN ROAD,2338789,1,0,1,1,0,0,0,0,0,1,0,1,0,1121,0,1998,1,1,2,2,0,2,0,4,49.2297317,-122.6936358,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429900,428000,381.8,2/4/2019,2/28/2019,24
150,102 9154 SATURNA DRIVE,2361169,0,1,0,0,0,0,0,0,0,1,1,1,1,1045,0,1976,2,0,3,1,0,1,0,1,49.2598393,-122.9055291,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,428000,428000,409.57,4/23/2019,4/23/2019,0
151,108 9877 UNIVERSITY CRESCENT,2344312,0,1,0,0,0,0,0,0,0,0,0,1,0,655,0,2017,1,0,1,1,0,1,0,1,49.2785323,-122.9106039,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,442000,428000,653.44,2/28/2019,06/12/2019,104
